match_id,player1,player2,elapsed_time,Momentum_1,Momentum_2,Momentum_delta,p1_consecutive_points_won,p2_consecutive_points_won,p1_winner,p2_winner,p1_backhand_won,p2_backhand_won,p1_unf_err,p2_unf_err,p1_consecutive_points_loss,p2_consecutive_points_loss,p1_points_won,p2_points_won,set_no,game_no,new_game,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,game_victor,set_victor,p1_ace,p2_ace,winner_shot_type,p1_double_fault,p2_double_fault,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,551,0.9403753504449799,1.3369017,-0.3965263495550202,0,2,0,0,0,0,0,0,2,0,8,7,1,2,0,15,0,0,1,0,30,30,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,577,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,9,7,1,2,0,16,0,0,1,0,30,40,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,620,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,9,8,1,2,0,17,0,0,1,0,40,40,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,BC,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,645,0.9403753504449799,1.3378128100000002,-0.3974374595550203,0,2,0,1,0,0,0,0,2,0,9,9,1,2,0,18,0,0,1,0,40,AD,2,1,2,2,0,0,0,F,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,684,1.00091111,1.0,0.0009111100000001038,0,0,1,0,0,0,0,0,0,0,10,9,1,3,1,19,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,C,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,707,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,11,9,1,3,0,20,0,0,1,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,737,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,11,10,1,3,0,21,0,0,1,1,30,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,764,1.16845085,0.9534677685193187,0.21498308148068124,1,0,0,0,0,0,0,1,0,1,12,10,1,3,0,22,0,0,1,1,30,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,806,1.3369017,0.9403753504449799,0.3965263495550202,2,0,0,0,0,0,0,0,0,2,13,10,1,3,0,23,0,0,1,1,40,15,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,931,0.9831869418938709,1.0,-0.016813058106129097,0,0,0,0,0,0,1,0,0,0,13,11,1,4,1,24,0,0,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,975,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,13,12,1,4,0,25,0,0,2,1,0,15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1007,0.9403753504449799,1.3378128100000002,-0.3974374595550203,0,2,0,1,0,0,0,0,2,0,13,13,1,4,0,26,0,0,2,1,0,30,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1028,0.9131521616311469,1.5062636600000001,-0.5931114983688532,0,3,0,1,0,0,0,0,3,0,13,14,1,4,0,27,0,0,2,1,0,40,2,1,2,2,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,W,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1069,1.00091111,1.0,0.0009111100000001038,0,0,1,0,0,0,0,0,0,0,14,14,1,5,1,28,0,0,2,2,0,0,1,1,1,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1105,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,15,14,1,5,0,29,0,0,2,2,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1130,1.3369017,0.9403753504449799,0.3965263495550202,2,0,0,0,0,0,0,0,0,2,16,14,1,5,0,30,0,0,2,2,30,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1160,0.9534677685193187,1.16845085,-0.21498308148068124,0,1,0,0,0,0,1,0,1,0,16,15,1,5,0,31,0,0,2,2,40,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1203,0.9403753504449799,1.3369017,-0.3965263495550202,0,2,0,0,0,0,0,0,2,0,16,16,1,5,0,32,0,0,2,2,40,15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1255,0.8991121448291353,1.50535255,-0.6062404051708647,0,3,0,0,0,0,1,0,3,0,16,17,1,5,0,33,0,0,2,2,40,30,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1287,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,17,17,1,5,0,34,0,0,2,2,40,40,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1339,1.3369017,0.9403753504449799,0.3965263495550202,2,0,0,0,0,0,0,0,0,2,18,17,1,5,0,35,0,0,2,2,AD,40,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1462,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,18,18,1,6,1,36,0,0,3,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1493,1.16845085,0.9534677685193187,0.21498308148068124,1,0,0,0,0,0,0,1,0,1,19,18,1,6,0,37,0,0,3,2,0,15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1565,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,19,19,1,6,0,38,0,0,3,2,15,15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1590,0.9403753504449799,1.3369017,-0.3965263495550202,0,2,0,0,0,0,0,0,2,0,19,20,1,6,0,39,0,0,3,2,15,30,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1616,0.9131521616311469,1.50535255,-0.5922003883688531,0,3,0,0,0,0,0,0,3,0,19,21,1,6,0,40,0,0,3,2,15,40,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1662,1.0172927100000002,1.0,0.01729271000000021,0,0,1,0,1,0,0,0,0,0,20,21,1,7,1,41,0,0,3,3,0,0,1,2,1,0,0,0,0,B,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1717,1.16845085,0.9534677685193187,0.21498308148068124,1,0,0,0,0,0,0,1,0,1,21,21,1,7,0,42,0,0,3,3,15,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1746,1.3378128100000002,0.9403753504449799,0.3974374595550203,2,0,1,0,0,0,0,0,0,2,22,21,1,7,0,43,0,0,3,3,30,0,1,1,1,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1772,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,22,22,1,7,0,44,0,0,3,3,40,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1817,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,23,22,1,7,0,45,0,0,3,3,40,15,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1954,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,23,23,1,8,1,46,0,0,4,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1977,1.16845085,0.9534677685193187,0.21498308148068124,1,0,0,0,0,0,0,1,0,1,24,23,1,8,0,47,0,0,4,3,0,15,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,W,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2013,0.9692715898800991,1.16936196,-0.20009037011990094,0,1,0,1,0,0,0,0,1,0,24,24,1,8,0,48,0,0,4,3,15,15,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2038,1.16845085,0.9534677685193187,0.21498308148068124,1,0,0,0,0,0,0,1,0,1,25,24,1,8,0,49,0,0,4,3,15,30,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2086,1.3378128100000002,0.9403753504449799,0.3974374595550203,2,0,1,0,0,0,0,0,0,2,26,24,1,8,0,50,0,0,4,3,30,30,2,2,1,0,0,0,0,F,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2162,1.50535255,0.8991121448291353,0.6062404051708647,3,0,0,0,0,0,0,1,0,3,27,24,1,8,0,51,0,0,4,3,40,30,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2238,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,28,24,1,9,1,52,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2264,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,28,25,1,9,0,53,0,0,5,3,15,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2306,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,29,25,1,9,0,54,0,0,5,3,15,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2334,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,29,26,1,9,0,55,0,0,5,3,30,15,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2369,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,30,26,1,9,0,56,0,0,5,3,30,30,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2401,0.9534677685193187,1.16845085,-0.21498308148068124,0,1,0,0,0,0,1,0,1,0,30,27,1,9,0,57,0,0,5,3,40,30,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2433,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,31,27,1,9,0,58,0,0,5,3,40,40,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2483,0.9692715898800991,1.16936196,-0.20009037011990094,0,1,0,1,0,0,0,0,1,0,31,28,1,9,0,59,0,0,5,3,AD,40,1,2,2,0,0,0,0,F,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2551,0.9403753504449799,1.3378128100000002,-0.3974374595550203,0,2,0,1,0,0,0,0,2,0,31,29,1,9,0,60,0,0,5,3,40,40,1,1,2,0,0,0,0,F,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2598,1.1857435600000001,0.9692715898800991,0.21647197011990105,1,0,1,0,1,0,0,0,0,1,32,29,1,9,0,61,0,0,5,3,40,AD,1,1,1,0,0,0,0,B,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2639,1.3369017,0.9403753504449799,0.3965263495550202,2,0,0,0,0,0,0,0,0,2,33,29,1,9,0,62,0,0,5,3,40,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2669,1.50535255,0.8991121448291353,0.6062404051708647,3,0,0,0,0,0,0,1,0,3,34,29,1,9,0,63,0,0,5,3,AD,40,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2824,1.0,1.00091111,-0.0009111100000001038,0,0,0,1,0,0,0,0,0,0,34,30,2,1,1,64,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2847,0.9692715898800991,1.16936196,-0.20009037011990094,0,1,0,1,0,0,0,0,1,0,34,31,2,1,0,65,1,0,0,0,0,15,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2872,0.9403753504449799,1.3369017,-0.3965263495550202,0,2,0,0,0,0,0,0,2,0,34,32,2,1,0,66,1,0,0,0,0,30,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2897,0.9131521616311469,1.50535255,-0.5922003883688531,0,3,0,0,0,0,0,0,3,0,34,33,2,1,0,67,1,0,0,0,0,40,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122.0,C,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2957,1.00091111,1.0,0.0009111100000001038,0,0,1,0,0,0,0,0,0,0,35,33,2,2,1,68,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2978,1.16845085,0.9692715898800991,0.19917926011990084,1,0,0,0,0,0,0,0,0,1,36,33,2,2,0,69,1,0,0,1,15,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3014,0.9692715898800991,1.16936196,-0.20009037011990094,0,1,0,1,0,0,0,0,1,0,36,34,2,2,0,70,1,0,0,1,30,0,1,2,2,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3070,0.9254925460455515,1.3369017,-0.41140915395444855,0,2,0,0,0,0,1,0,2,0,36,35,2,2,0,71,1,0,0,1,30,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3114,1.16936196,0.9692715898800991,0.20009037011990094,1,0,1,0,0,0,0,0,0,1,37,35,2,2,0,72,1,0,0,1,30,30,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3141,0.9534677685193187,1.16845085,-0.21498308148068124,0,1,0,0,0,0,1,0,1,0,37,36,2,2,0,73,1,0,0,1,40,30,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3186,0.9254925460455515,1.3369017,-0.41140915395444855,0,2,0,0,0,0,1,0,2,0,37,37,2,2,0,74,1,0,0,1,40,40,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2,105.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3251,0.9131521616311469,1.50535255,-0.5922003883688531,0,3,0,0,0,0,0,0,3,0,37,38,2,2,0,75,1,0,0,1,40,AD,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2,129.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3296,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,37,39,2,3,1,76,1,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3320,0.9692715898800991,1.16845085,-0.19917926011990084,0,1,0,0,0,0,0,0,1,0,37,40,2,3,0,77,1,0,0,2,0,15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3350,0.9403753504449799,1.3378128100000002,-0.3974374595550203,0,2,0,1,0,0,0,0,2,0,37,41,2,3,0,78,1,0,0,2,0,30,2,1,2,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3428,0.8991121448291353,1.50535255,-0.6062404051708647,0,3,0,0,0,0,1,0,3,0,37,42,2,3,0,79,1,0,0,2,0,40,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101.0,W,CTL,D
